City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
251,Young,UY,2021-07-28 02:54:31,-32.6833,-57.6333,39.22,70,0,9.35
252,Olafsvik,IS,2021-07-28 02:52:04,64.8945,-23.7142,50.97,89,97,14.14
253,Darhan,MN,2021-07-28 02:54:32,49.4867,105.9228,70.07,65,66,5.44
254,Narsaq,GL,2021-07-28 02:52:07,60.9167,-46.05,46.76,73,100,3.94
255,Natal,BR,2021-07-28 02:54:32,-5.795,-35.2094,75.42,94,75,3.44
256,Teknaf,BD,2021-07-28 02:54:32,20.8624,92.3058,80.78,89,100,17.4
257,Vestmannaeyjar,IS,2021-07-28 02:53:23,63.4427,-20.2734,53.13,84,33,2.91
258,Bathsheba,BB,2021-07-28 02:54:33,13.2167,-59.5167,81.21,78,40,16.11
259,Nabire,ID,2021-07-28 02:53:24,-3.3667,135.4833,87.55,62,90,4.63
260,Pueblo,US,2021-07-28 02:54:34,38.2545,-104.6091,88.38,41,0,6.26
261,Okahandja,NA,2021-07-28 02:54:34,-21.9833,16.9167,48.51,44,0,9.37
262,Dabat,ET,2021-07-28 02:54:34,12.9842,37.765,53.96,98,100,2.3
263,Ponta Delgada,PT,2021-07-28 02:54:35,37.7333,-25.6667,68.72,83,40,10.36
264,Montepuez,MZ,2021-07-28 02:54:35,-13.1256,38.9997,59.14,74,2,8.39
265,Krasnyy Chikoy,RU,2021-07-28 02:54:36,50.3643,108.7512,67.14,69,84,0.72
266,Pulangbato,PH,2021-07-28 02:54:36,13.7475,121.3986,86.61,74,100,5.99
267,Bafoulabe,ML,2021-07-28 02:54:36,13.8065,-10.8321,80.06,84,99,4.65
268,Yellowknife,CA,2021-07-28 02:51:46,62.456,-114.3525,61.32,48,75,9.22
269,Ahipara,NZ,2021-07-28 02:54:37,-35.1667,173.1667,59.94,78,64,8.28
270,Xiongzhou,CN,2021-07-28 02:54:38,25.1167,114.3,95.74,48,1,4.12
271,Oktyabrskoye,RU,2021-07-28 02:54:38,43.0645,44.7417,55.54,100,100,2.24
272,Bara,NG,2021-07-28 02:54:38,10.3744,10.7288,70.52,95,100,3.33
273,Puerto Escondido,MX,2021-07-28 02:49:46,15.85,-97.0667,80.22,85,41,5.12
274,Amalapuram,IN,2021-07-28 02:54:39,16.5833,82.0167,84.58,61,100,12.12
275,Linqing,CN,2021-07-28 02:54:39,36.8456,115.7117,81.5,73,100,12.73
276,Ladnun,IN,2021-07-28 02:54:40,27.65,74.3833,81.97,77,100,15.97
277,Pathein,MM,2021-07-28 02:54:40,16.7833,94.7333,84.27,80,99,14.74
278,Kaeo,NZ,2021-07-28 02:50:09,-35.1,173.7833,65.32,68,98,7.18
279,San Isidro,PE,2021-07-28 02:54:41,-12.1167,-77.05,62.19,96,90,3.0
280,Xining,CN,2021-07-28 02:54:41,36.6167,101.7667,65.73,47,41,3.33
281,Upernavik,GL,2021-07-28 02:51:12,72.7868,-56.1549,49.1,75,98,8.81
282,Yuncheng,CN,2021-07-28 02:54:42,35.0231,110.9928,78.53,72,100,1.61
283,Kozhevnikovo,RU,2021-07-28 02:54:42,56.2589,83.9714,57.25,59,26,4.07
284,Turukhansk,RU,2021-07-28 02:49:43,65.8167,87.9833,53.24,91,100,6.93
285,San Carlos De Bariloche,AR,2021-07-28 02:53:32,-41.1456,-71.3082,37.44,48,0,8.05
286,Yaan,NG,2021-07-28 02:54:43,7.3833,8.5667,69.22,89,98,4.94
287,Samarinda,ID,2021-07-28 02:54:44,-0.5,117.15,89.6,54,75,4.83
288,Sao Filipe,CV,2021-07-28 02:50:53,14.8961,-24.4956,73.83,82,9,8.72
289,Berndorf,AT,2021-07-28 02:54:44,47.9457,16.1097,69.69,75,90,4.47
290,Jacareacanga,BR,2021-07-28 02:54:45,-6.2222,-57.7528,73.96,51,1,1.32
291,Ahuimanu,US,2021-07-28 02:54:45,21.4447,-157.8378,83.34,68,75,13.8
